url,user,caption,hashtags
https://www.instagram.com/p/DDyWlMnvtEQ/,jam._bi,"18주 잼비는 처음 배당투자에 도전할 때, 배당의 뜻조차 몰라서 헤맸던 기억이 있어요. 😅 그런데 이제는 배당성장률이라는 지표를 확인하며 ETF를 고를 정도로 성장했어요!  오늘은 배당과 배당성장률에 대해 쉽고 재미있게 알려드릴게요!  ✔️ 배당이란? 회사가 번 이익 중 일부를 주주들에게 나눠주는 걸 말해요. 주식투자로도 월급처럼 꾸준히 돈이 들어올 수 있답니다.💸  ✔️ 배당성장률이란? 배당이 매년 얼마나 성장했는지를 나타내는 비율이에요. 쉽게 말해, 회사가 주주들에게 더 많은 이익을 나눠줬는지 확인할 수 있는 지표죠.  ✔️ 배당성장률의 좋은 점 배당이 꾸준히 늘어난 회사는 경영이 안정적일 가능성이 높아요. 배당이 성장하면서 시간이 지날수록 더 많은 수익을 얻을 수 있어요!  ✔️ 잼비의 투자 TIP 잼비는 미국 배당 다우존스 ETF를 고를 때 꼭 배당성장률을 확인해요. 이 지표는 안정적이면서도 꾸준히 성장하는 회사를 찾는 데 큰 도움이 된답니다!  오늘도 봐주셔서 감사해요🧡  잼비의 재테크툰 정주행🧡 @ 팔로우!  #재테크 #배당투자 #미국주식 #etf #경제툰 #돈공부툰 #주식툰 #인스타툰 #경제 #다우존스 #배당 #배당성장률 #꿀팁 #정보 #잼비 #재테크툰 gyurigold   10주 잼비님 만화 정주행중❤️ 저는 좀 더 초보를 타깃으로 잡았는데 어떻게해야 잘 설명할지 참고중이예요!😍 좋아요 답글 달기 lotuslkperson   14주 요즘 미국배당주에 대한 관심이 많았는데 !! 쉽고 재밌고 귀엽게 알려주셔서 감사합니다 ♥ 🙇🏻‍♀️ 좋아요 답글 달기 chichi_chimae   17주 당신 아주 야무져...넘 기특혀.. 좋아요 답글 달기 myangmyang2_toon   18주 아 우리 자까님꺼는 진짜 볼때마다 저장을 안 할 수가 없쒀어어어엉!!!!!!! 러뷰.. 좋아요 답글 달기 humbull97   13주 해보고있는데 별로 재미없어... 좋아요 답글 달기 pig_mo_ney   4주 좋은 정보 감사합니다😍 좋아요 답글 달기 young_ssajang   18주 결국 미국 주식으로 넘어가야 하는거겠죠? ...국장은 답이 없는거겠죠? ㅜㅜ😢😢 좋아요 답글 달기 답글 1개 모두 보기 angchi810   18주 배당 투자 너무 좋춍ㅎㅎㅎ 좋아요 답글 달기 coin_thinker   12주 정보 감사합니다~ 좋아요 답글 달기 littlecheese0   12주 여기 언급된 배당주들로 전부 연금저축펀드 들어놨는데 연금저축펀드랑 일반 배당금 받는 형태랑 비교도 부탁드랴요 좋아요 답글 달기 hyuk.s.s   6주 @heosejeans 오오오?! 좋아요 답글 달기 luzbiang   9주 @o.uxor 좋아요 답글 달기 lim_gguckjung   8주 개인적으론 한국 금융주도 상당히 매력적인 투자처라고 생각합니다. 좋아요 답글 달기 iiiyow__l   11주 @n_ssso 좋아요 답글 달기 g_craabb   9주 Cony 미만 잡😂😂😂😂 좋아요 답글 달기 좋아요 2887개 2024년 12월 20일","['#재테크', '#배당투자', '#미국주식', '#etf', '#경제툰', '#돈공부툰', '#주식툰', '#인스타툰', '#경제', '#다우존스', '#배당', '#배당성장률', '#꿀팁', '#정보', '#잼비', '#재테크툰']"
https://www.instagram.com/p/DGheQ7ASHH7/,gong.gam_note,"8주 뻔하지만, 어릴 때부터 가난했습니다. 아버지는 중국에서 사업을 하다 망해, 떠밀리듯 한국에 오셨고, 그로 인해 대학교 때 3천 원짜리 학식을 사 먹을 돈조차 없었습니다. 늘 돈이 없어 돈 벌 수 있는 일이라면, 또 돈을 아낄 수 있는 일이라면 뭐든 했습니다. 단돈 몇천 원을 아끼기 위해 1시간이 넘는 거리도 중고거래를 하러 갔고, 교통비를 벌기 위해 지하철교통공사 아이디어 공모전에 100개가 넘는 아이디어를 제출했습니다. 그렇게 돈에 미쳐 살았지만, 입버릇처럼 ‘난 돈 욕심 없어.’ ‘돈 없어도 행복할 수 있어.’라며 스스로 정신승리를 하며 살았습니다. 그러나 어느 순간 차가운 현실을 마주하게 되고, 자기 자신이 누구보다 돈을 좋아하며, 한 번은 돈에 미쳐야 한다는 사실을 깨닫게 됩니다.  그 후, 돈과 친해지기 위해 많은 노력을 했고, 돈의 천박한 ‘본질’에 대해 솔직하게 받아들이게 됐습니다. 그렇게 5년 뒤 저는, 평범한 직장인에서 26만 명의 구독자와 함께 하는 경제경영 유튜버이자, 연 매출 50억 원이 넘는 사업가가 됐습니다. 저는 ‘고상한 척하며 돈 얘기를 터부시하면, 평생 돈 때문에 힘들어하게 된다.’라는 진리를 솔직하게 얘기하고 싶습니다. 책 제목을 돈미새(돈에 미친 새끼)라고 지은 이유기도 합니다. 이 책을 읽는 누군가가 돈 때문에 우는 삶이 아닌, 돈 덕분에 웃는 삶을 살길 간절히 바랍니다.  책 구매는 제 채널 @cashbro_official 프로필 링크에서 하실 수 있습니다.  #재테크 #성공 #돈 #부자 #돈미새 #책추천 minjae_coco1   6주 근데 왜 광고들은 딱 글씨체에서 티가나가지? 광고표준글씨체가있나? 좋아요 답글 달기 louiskim97   7주 어느 상황에서도 불평뿐인 사람 같음 좋아요 답글 달기 ssssongkm   8주 여무새 좋아요 답글 달기 gimjieun544   2주 남과 비교하면 불행해져 좋아요 답글 달기 8.7.0615   7주 이런 3류 책팔이들은 볼때마다 차단을 하는데도 아직도 남아있네. 좋아요 답글 달기 nadonado.lee   7주 대략 37살에 연봉 4200만원이면 괜찮지 않냐? 돈을 너무 우숩게 아는거 아닌가? 나도 37살땐 4800정도 받은거 같은데? 그때보단 물가랑 오르긴했지만 물가 오른다고 월급 올려줘야하는것도 아니고...회사가 커지면서 오르는게 연봉이니...그리고 팀장이면 대리도 팀장일수있고, 과장도 팀장일수 있고... 좋아요 답글 달기 답글 1개 모두 보기 oijihun   5주 책광고 특, 광고 시작 전 밑줄 겁나 깔아둠 좋아요 답글 달기 kahikeel   6주 10만원씩 꾸준히 늘었네 많이 받네 좋아요 답글 달기 seoulroad0209   6주 차 지원해주는게 얼마나 좋은건데 ㄷㄷㄷ 좋아요 답글 달기 jinye_west   7주 광미새 좋아요 답글 달기 ___sssjjj___   7주 1 좋아요 답글 달기 borngallery   7주 이직을 결정할 때 돈 때문에 이직하는게 제일 안타까운 결정이다. 내가 거기서 어떤 역할과 어떤 업무를 할지를 먼저 고민하고 그 다음 연봉이다. 내능력에 따라 연봉은 따라 오는거란걸 명심해. 초년생들에게 좋아요 답글 달기 hyunju6524   8주 ㅋㅋㅋ 돈에 집착부터 버려야지ㅋㅋ 좋아요 답글 달기 kwh0825   6주 MIT면 그정도 받아야지;; 좋아요 답글 달기 paint_makeup_artist   7주 😂😂😂😂😂 좋아요 답글 달기 좋아요 567개 2월 26일","['#재테크', '#성공', '#돈', '#부자', '#돈미새', '#책추천']"
https://www.instagram.com/p/DILSrzgTwaF/,partner_fora_betterlife,2주 세무사가 본 장사로 돈 버는 사람들 특징 . . 📘#초효율 이 궁금하시다면 @titantools__ 작가님 프로필에 방문해보세요❗️ . . . . #장사꿀팁 #돈버는사람들 #사업성공 #세무사조언 #재테크 #성공습관 #장사잘하는법 #창업정보 #비즈니스전략 #부자되는법 reyoung_30   1주 10문장만 읽어봐도 개 씹쌉소리 좋아요 답글 달기 qwerty__asdfg89   2주 7까지만 원문이고 8부터는 광고임. 좋아요 답글 달기 wooaen   2주 @leporem._.cho._.i 좋아요 답글 달기 좋아요 294개 4월 8일,"['#초효율', '#장사꿀팁', '#돈버는사람들', '#사업성공', '#세무사조언', '#재테크', '#성공습관', '#장사잘하는법', '#창업정보', '#비즈니스전략', '#부자되는법']"
https://www.instagram.com/p/DIpm3LUTQ8h/,onebitemoneyclub,6일 실질임금  물가상승 효과를 배제한 실질적인 임금의 가치. 임금을 받았을 때 실제로 구매할 수 있는 물건과 서비스가 어느 정도 되는지 나타낸 것이라고 볼 수 있다.🍏    6일 🍏 좋아요 답글 달기 답글 1개 모두 보기 좋아요 17개 6일 전,[]
https://www.instagram.com/p/DFhg0jmB2rR/,_highend_bin,"12주 #리그램 - @_highend_official by @get_regrammer 𝟮𝟬𝟮𝟰 𝑯𝑰𝑮𝑯-𝑬𝑵𝑫 𝑨𝑾𝑨𝑹𝑫 #하이엔드어워드#2024하반기  23살 어린나이지만 똑부러지는 정예서대리👩🏻‍💼 하반기 6개월동안 8200만원으로 월평균 1300만원 달성했습니다!✨ 부모님반대에도 무릎쓰고 이젠 당당히 부모님께 용돈을 드리는 멋진 분양상담사로 성장👍 2025년이 더 기대됩니다 화이팅🔥  수상을 축하드립니다  💁🏻‍♀2024년 하반기 하이엔드디앤씨 전 임직원들이 함께 성장했던 소중한 한해를 마무리했습니다. 2025년에도 MVP 도전!!!  DM 또는 오픈채팅으로 하이엔드디앤씨에 대해, 분양상담사에 대해 궁금하신 점을 질문해주세요💙  -  초격차실력의 분양대행사 하이엔드와 함께하고싶으시다면 [분양상담사 지원/문의] 🔗프로필링크, 오픈채팅, DM  #하이엔드디앤씨#하이엔드#분양대행사#분양상담사#분양상담사지원#부동산#주택청약#재테크#아파트분양#부동산전망#부동산스터디#비즈니스피플#영업#산업부동산#컨설턴트#부동산#부동산트렌드#억대연봉#분양상담사모집#부동산회사#분양상담사 아직 댓글이 없습니다. 댓글을 남겨보세요. 좋아요 72개 2월 1일","['#리그램', '#하이엔드어워드', '#2024하반기', '#하이엔드디앤씨', '#하이엔드', '#분양대행사', '#분양상담사', '#분양상담사지원', '#부동산', '#주택청약', '#재테크', '#아파트분양', '#부동산전망', '#부동산스터디', '#비즈니스피플', '#영업', '#산업부동산', '#컨설턴트', '#부동산', '#부동산트렌드', '#억대연봉', '#분양상담사모집', '#부동산회사', '#분양상담사']"
https://www.instagram.com/p/DIqv1NTzH4k/,partner_fora_betterlife,"6일 월급쟁이도 건물주가 될 수 있습니다. 저도 시화공단에서 월급 150만 원을 받는 노동자였으니까요. 0원으로도 건물을 살 수 있습니다. 부천에 50억짜리 건물을 제 자본 0원으로 산 실사례가 있으니까요. 그 모든 내용을 <월급쟁이 건물주로 은퇴하라>에 다 담았습니다.  이 책을 읽고 옆 자리 직장 동료보다 20년 일찍 은퇴하세요.  책 #월급쟁이건물주로은퇴하라 는 @0_ggul_nam 작가님 프로필 링크에서 구매하실 수 있습니다.  #책추천 #부동산 #재테크 #건물주 #베스트셀러 #자기계발 #동기부여 #영끌남 #영끌족 sengwooya   1일 5억되도 웃으며 글 올릴 수 있는 재력ㅋㅋ 좋아요 답글 달기 sowho.o22   5일 아무래도 세종은 그때 수도이전 논의했으니까 지금은 매물이 씨가 말랐대 좋아요 답글 달기 cjysur   4일 설거지당함 좋아요 답글 달기 my__luv_on   2일 ?? 집 건축하는데 16억 들어간 것도 아닌데 뭘.. 적당히 좀 하자.. 좋아요 답글 달기 nike_lvjk   1일 대통 진 재맹이행님 끌어 올려주실꼬야 같운 희망 가지고 살아봐 ㅋㅋㅋ 좋아요 답글 달기 tpghksdl23   6일 조금만 기다리샘 대통령 세종시 로 감 좋아요 답글 달기 j_lee0729   2일 @1216.k 좋아요 답글 달기 luc.hik_8   2일 꼬시다 좋아요 답글 달기 gotothehawaiianislands   3일 다시 오른다고 하던데? 요즘 싹다 긁어갔다며? 하여간 정ㅈ디인들 말에 땅값 뛰었다 빠지고 파주도 땅값 오른다고 난리 치더니 결국 아픈꼴 봤지 좋아요 답글 달기 oyeop   2일 누가 칼들고 영끌해서 부동산 투기하라고 협박하진 않았지 좋아요 답글 달기 e.sor   2일 집은 거주지이지 판매상품이아닙니다 좋아요 답글 달기 budezzike   1일 솔직히 지금도 거품인데 하기사... 이재명 되면 또 팍팍 오를텐데 뭐가 걱정인가 싶다 ㅋㅋ 좋아요 답글 달기 zs_0ss   3일 세종뿐만이 아니라 인구소멸중, 사라질 위기에 놓인 나라에 집을 사는 것 자체가 애초에… 좋아요 답글 달기 shlsekdy   1일 ㅋㅋ 문크예거정부때 집값장난질한거때메 정상ㅎ하당하는중 좋아요 답글 달기 좋아요 579개 6일 전","['#월급쟁이건물주로은퇴하라', '#책추천', '#부동산', '#재테크', '#건물주', '#베스트셀러', '#자기계발', '#동기부여', '#영끌남', '#영끌족']"
https://www.instagram.com/p/DGRqxDeTzY3/,gamdong.story,"9주 @@ 과소비다 vs 아니다 . . . #소비습관 #재테크 #월급관리 #과소비논란 #돈관리 #현명한소비 #재정계획 #라이프스타일 #가계부공개 #경제공부 pandora_phw   8주 이게 많다고??????? 과하다 진짜... 절약하며 하는구만 좋아요 답글 달기 myni_mh   8주 딱인데 좋아요 답글 달기 eilliwy   8주 @chamin_sch 나 왜 욕먹고있냐… 좋아요 답글 달기 답글 1개 모두 보기 myni_mh   8주 외식하고 집값줄이면 좋아요 답글 달기 pop56i8   2주 간단하게 300벌면서 저축은20만 한다는건데 과소비맞음 좋아요 답글 달기 inboke1991   8주 월세 살더라도 최소 자기 버는돈에 40% 이상은 저축해야함. 너무 과소비임. 20대 초중반까지는 돈 안모아도 되지만 20대 후반부터는 모아야지.. 부모가 잘살면 예외. 집 제외 현금자산 15억이상있다, 그러면 자식세대까지는 고생안하고 살아도됨. 좋아요 답글 달기 partyhelper1   8주 많은겁니다 정신 차리십쇼 좋아요 답글 달기 kim.ye_ji_   2일 월세 ㄷㄷ 좋아요 답글 달기 gotothehawaiianislands   8주 알아서 살겠지. 딱히 뻘돈 없고만. 좋아요 답글 달기 gimgimgiheon   8주 마트에서 장보고 해먹으면 1인 40만원이면 그냥 실컷 먹음 2인 기준으로도 일주일에 11만원이면 냉동식품 및 먹을거리 넉넉하게 사는데 뭘 먹고 살길래 40만원이 부족하냐.... 좋아요 답글 달기 좋아요 63개 2월 20일","['#소비습관', '#재테크', '#월급관리', '#과소비논란', '#돈관리', '#현명한소비', '#재정계획', '#라이프스타일', '#가계부공개', '#경제공부']"
https://www.instagram.com/p/DH28HD1Pk2a/,jam._bi,"3주 남들이 좋다 해서 샀는데… 내가 사자 마자 떡락함😭 그런 경험 있는 칭구들… 나만 그런거 아니지?  투자할 때마다 머릿속엔 늘 “지금 뭐 사야 돼?” “언제 팔아야 돼?” 생각만 가득해 그런데 투자의 기본은 경제 공부가 필수야✨  경제의 사계절은 🌸 봄 → ☀️ 여름 → 🍂 가을 → ❄️ 겨울 이렇게 순환하면서 계절마다 잘 나가는 자산이 따로 있다고!  - 봄엔 지수추종 ETF - 여름엔 부동산 리츠 ETF - 가을엔 예금, 원자재! - 겨울엔 채권  젤 중요한 건 투자 공부 먼저하고 꾸준히 모으는 거라고 생각해 저장해두면 투자할 때 진짜 도움될거야 칭구에게도 공유해봐🧡  잼비툰 몰아보기는 👉🏻 🍞 #잼비재테크툰  #재테크툰 #잼비 #돈공부 #2030 #사회초년생 #재테크 #주식  #쨈이잼비 #투자흐름 #인스타툰 #주식공부 malboktoon   3주 오앗 바로 쨈 등장 🤭 왠지 뿌듯하고만요 ~! 좋아요 답글 달기 답글 1개 모두 보기 dodo_with   3주 우와 봄여름가을겨울...!이 계절만 있는게 아니군여ㅠㅠ 지금은 어떤 계절인가요...?? 🤩🧐 좋아요 답글 달기 답글 1개 모두 보기 sebbang_2   3주 지금 봄이니까... 사요?!?! 아 아직 겨울인가.. 사지마요?!?! 좋아요 답글 달기 답글 1개 모두 보기 hanyang_ddubeogi   2주 경제에도 계절 맞춤형 접근이 필요하군요😍 좋아요 답글 달기 penconomy   3주 맞아요.. 근데 미국의 경제 계절은 오히려 전분기 기준으로 후퇴기에서 호황기로 역행하는 모습을 보여주더라고요. 불확실성이 강해서 그런지..😢 좋아요 답글 달기 yzjxyarngueut   3주 계절투자법 ㄷㄷ 좋아요 답글 달기 3월 31일","['#잼비재테크툰', '#재테크툰', '#잼비', '#돈공부', '#2030', '#사회초년생', '#재테크', '#주식', '#쨈이잼비', '#투자흐름', '#인스타툰', '#주식공부']"
https://www.instagram.com/p/DFSdDnUzL_3/,adulkid,수정됨 • 12주 금리 나랑 무슨 상관일까? 똑쟁이들은 먼저 정답을 맞춰볼까요? 😎  경제 전반에 영향을 미치는 금리! 이제 뉴스에서 금리가 내립니다~! 하면 시장이 어떻게 변하는지 딱! 알게 될 거예요 : ) 다음편에 폭폭 쪄올게요.  명절에 모두 맛있는거 먹고 행벅 연휴보내세요~ 새해 복 많이 받으세요 자가님 🤓  #인스타툰 #금리 #재테크 harusal_22   12주 이해하기 쉬운 설명❤️ 언제나 감사해요🥰 좋아요 답글 달기 답글 1개 모두 보기 jaegan_nyangi   12주 제가 요즘 금리공부하는지 어떻게 아시고 😉🔥🔥 좋아요 답글 달기 god_life_bz   12주 아 금리 정말 말썽쟁이..😇💦💦💦 좋아요 답글 달기 small_kong_toon   12주 정답...! 금리가 내리면 대출금리가 낮아져서 대출받아 집을 사니까 부동산이 오른다아아...????!!! 좋아요 답글 달기 답글 1개 모두 보기 h.yejin28   12주 안그래도 경제쪽에 무지한데 감사합니다😍 좋아요 답글 달기 1월 26일 이 게시물에 대한 댓글 기능이 제한되었습니다. 님의 게시물 더 보기 게시물 더 보기 Meta 소개 블로그 채용 정보 도움말 API 개인정보처리방침 약관 위치 Instagram Lite Threads 연락처 업로드 & 비사용자 Meta Verified 한국어 Afrikaans العربية Čeština Dansk Deutsch Ελληνικά English English (UK) Español (España) Español فارسی Suomi Français עברית Bahasa Indonesia Italiano 日本語 한국어 Bahasa Melayu Norsk Nederlands Polski Português (Brasil) Português (Portugal) Русский Svenska ภาษาไทย Filipino Türkçe 中文(简体) 中文(台灣) বাংলা ગુજરાતી हिन्दी Hrvatski Magyar ಕನ್ನಡ മലയാളം मराठी नेपाली ਪੰਜਾਬੀ සිංහල Slovenčina தமிழ் తెలుగు اردو Tiếng Việt 中文(香港) Български Français (Canada) Română Српски Українська © 2025 Instagram from Meta,"['#인스타툰', '#금리', '#재테크']"
https://www.instagram.com/p/DHrhkqlztPk/,faststocknews,4주 2025년 3월 27일 #급등일보 #장전뉴스  #주식#주식스타그램#주린이#일정#일정매매#뉴스매매#재테크#단기매매#주식고수#주식공부#주식초보#급등주#상한가#테마주#특징주#차트#차트분석#주식단타#주식정보#주식시장 아직 댓글이 없습니다. 댓글을 남겨보세요. 좋아요 75개 3월 27일,"['#급등일보', '#장전뉴스', '#주식', '#주식스타그램', '#주린이', '#일정', '#일정매매', '#뉴스매매', '#재테크', '#단기매매', '#주식고수', '#주식공부', '#주식초보', '#급등주', '#상한가', '#테마주', '#특징주', '#차트', '#차트분석', '#주식단타', '#주식정보', '#주식시장']"
